price_paid,deed_date
95000,1995-01-20
265000,2009-05-15
119000,1998-08-28
340000,2007-11-12
129995,1999-12-10
285000,2007-11-30
275000,2008-04-18
540000,2014-02-17
499999,2015-02-25
650000,2018-11-30
108000,1996-09-17
682500,2018-10-11
485000,2014-03-24
280000,2004-03-17
91000,1995-08-25
405000,2012-09-28
59000,1999-12-03
170000,2003-09-10
500000,2020-12-18
485000,2017-08-18
232500,2006-12-01
277000,2011-09-07
298000,2008-04-16
312000,2007-08-10
275000,2012-01-20
480000,2016-07-07
329500,2007-05-17
250000,2003-06-25
130000,1999-03-09
182000,2001-09-17
380000,2014-01-24
99000,1999-02-26
405000,2015-09-30
450000,2014-07-04
279995,2009-08-28
165000,2001-02-09
210250,2003-11-14
110000,1998-06-12
580000,2023-07-13
90000,1997-07-25
209000,2003-01-23
285000,2012-11-01
249000,2010-02-26
390000,2017-08-01
285000,2013-07-31
290000,2000-11-03
290000,2012-05-11
270000,2004-07-07
176000,2001-07-16
305000,2012-01-30
127500,1998-06-17
250000,2006-09-08
215000,2003-02-28
545000,2017-12-15
332000,2012-02-10
233000,2006-01-31
205000,2004-05-07
425000,2021-10-28
445000,2015-06-05
390000,2016-12-09
415000,2016-03-04
460000,2017-10-06
390000,2015-02-10
435000,2016-05-27
280000,2005-09-21
312500,2008-04-25
112000,1999-06-18
362000,2015-04-10
267000,2010-03-19
250000,2006-11-23
68500,1995-03-24
315000,2006-06-30
120000,1998-08-20
330000,2007-04-13
500000,2022-01-24
150000,2001-10-02
161500,2000-08-17
141000,1999-11-09
472000,2021-05-07
72000,1996-08-23
246000,2012-10-31
580000,2023-03-10
376000,2014-09-23
230000,2011-04-01
310000,2011-05-31
187000,2001-07-18
74500,1996-11-28
334000,2013-02-22
320000,2006-09-28
540000,2021-06-30
352000,2007-06-12
240000,2005-12-15
120000,2000-06-16
187870,2008-06-06
195000,2002-02-04
171000,2002-01-28
94000,1997-05-16
375000,2007-12-14
108950,1997-03-14
617000,2023-02-07
249995,2006-02-24
102995,1999-04-01
250000,2006-07-07
247000,2003-12-05
615000,2022-07-20
520000,2021-09-01
130000,2000-06-09
288000,2012-04-30
97500,1997-05-30
570000,2023-07-28
348000,2013-02-04
225000,2009-07-10
250000,2011-10-03
480000,2018-01-12
350000,2008-05-28
280000,2007-10-26
81000,1995-02-24
340000,2007-08-16
180000,2002-07-04
90000,1997-02-28
400000,2020-06-29
526500,2017-09-29
145000,2000-01-26
580000,2022-01-06
380000,2014-12-04
465000,2019-12-19
245000,2004-08-04
116000,1999-11-25
645000,2022-08-31
243500,2011-03-18
260000,2010-01-29
110800,1998-10-30
305000,2012-03-26
268000,2012-08-22
605000,2022-12-07
110000,1997-08-26
147500,2000-11-28
225000,2004-01-06
490000,2015-02-11
295000,2004-12-21
148000,1999-03-12
315000,2006-12-15
91500,1996-07-05
94000,1997-11-28
575000,2023-02-28
200000,2002-07-26
465000,2016-07-15
305000,2013-04-02
269995,2013-07-05
425000,2019-10-30
407500,2016-01-20
269995,2013-07-19
269995,2013-07-11
320000,2014-08-01
269995,2013-07-05
460000,2021-06-24
269995,2013-07-04
257395,2013-07-05
435000,2019-11-15
269995,2013-07-12
425000,2020-03-27
269995,2013-07-04
450000,2021-10-27
269995,2013-10-03
269995,2013-07-19
269995,2013-08-16
420000,2018-10-04
247000,2006-07-07
80000,1996-06-07
72000,1996-01-26
72000,1995-12-15
228000,2006-09-28
73500,1995-11-23
225000,2004-08-23
92000,1998-03-17
73500,1995-11-30
190000,2004-01-16
72000,1996-03-01
73000,1996-01-26
170000,2017-05-26
72000,1995-12-14
139950,2001-02-05
75000,1995-09-29
72000,1996-01-31
477500,2023-03-06
72000,1996-01-24
200000,2005-09-14
180000,2003-11-19
75000,1995-09-29
402500,2017-01-20
250000,2012-11-23
210000,2005-03-04
73500,1995-09-29
210000,2009-08-19
74500,1995-09-24
240000,2009-08-21
282500,2004-07-28
475000,2016-07-11
262000,2003-05-27
540000,2019-09-06
84000,1996-09-09
530000,2018-02-23
345000,2014-03-26
265000,2010-10-22
220000,2003-05-02
72000,1996-11-01
247000,2008-07-14
273000,2007-03-12
391000,2014-04-11
465000,2018-08-28
225000,2011-08-31
235000,2003-10-03
115500,1997-09-29
250000,2008-11-21
247000,2006-03-10
126000,2001-03-02
267500,2012-09-17
140000,1999-10-08
465000,2018-07-06
420000,2016-05-27
263000,2010-06-18
350000,2008-04-24
85500,1997-06-05
359995,2013-12-18
480000,2020-10-14
283000,2005-07-28
183000,2000-06-30
494995,2021-01-11
250000,2009-11-18
137000,2000-10-11
585000,2022-10-21
301000,2007-08-06
178000,2002-02-27
480000,2020-12-11
350000,2014-05-16
385000,2015-03-11
244995,2004-05-24
237000,2007-01-19
285500,2010-12-10
148000,2001-03-30
135000,2000-01-26
91500,1996-12-20
475000,2021-04-09
510000,2021-06-18
385000,2015-06-30
350000,2014-06-11
640000,2022-11-17
93700,1995-04-21
465000,2016-05-27
550000,2021-06-30
235000,2011-01-28
250000,2007-03-07
104000,1998-05-29
490000,2022-02-10
244000,2005-08-19
535000,2017-06-30
261000,2007-02-16
160000,2002-01-08
455000,2016-10-28
194000,2002-09-23
245000,2012-08-07
205000,2009-08-13
455000,2016-08-05
540000,2019-11-29
535000,2016-03-11
391000,2015-07-22
305000,2015-05-29
317500,2014-02-12
535000,2021-10-11
305000,2011-05-27
93000,1997-03-26
219995,2003-03-28
115000,1998-07-17
415000,2015-11-12
222000,2004-06-11
460000,2015-11-02
275000,2010-09-13
475000,2016-10-07
320000,2007-09-27
244000,2006-06-02
280000,2010-11-25
320000,2011-10-05
68000,1996-03-29
270000,2010-04-30
437500,2019-08-23
245000,2006-02-27
310000,2012-05-04
139500,1998-09-11
115000,1999-03-12
525000,2023-03-20
285000,2005-05-20
230000,2005-08-05
385000,2015-09-04
320000,2023-03-10
115000,1999-01-29
119000,1999-04-23
250000,2007-08-06
124000,1999-10-29
165000,2001-10-11
190000,2006-08-17
250000,2006-05-05
160000,2001-03-21
139000,1998-06-05
96000,1996-12-13
462000,2018-11-30
525000,2021-05-26
330000,2007-10-29
95000,1995-04-28
510000,2019-06-28
168000,2001-09-07
176000,2000-11-20
115000,1998-02-26
57000,1996-08-05
275000,2006-08-25
280000,2005-06-21
445000,2017-12-01
290000,2007-12-10
130000,1999-06-30
525000,2021-04-22
400000,2014-09-19
249995,2005-02-11
330000,2011-08-16
250000,2011-02-16
278000,2011-08-16
225000,2005-01-31
682000,2022-06-29
500000,2016-05-03
315000,2013-12-20
305000,2010-06-17
90000,1995-05-24
353000,2008-01-28
154000,2001-06-18
330000,2014-09-18
250000,2005-08-10
295000,2010-10-12
300000,2012-10-17
370000,2008-03-14
217000,2003-10-15
535000,2019-09-26
442000,2015-10-28
460000,2014-08-13
320000,2012-10-04
589995,2016-07-29
348000,2006-07-24
292000,2008-07-11
210000,2006-07-06
570000,2020-02-12
350000,2011-09-07
528000,2018-12-11
114000,1998-08-25
88000,1998-05-01
322500,2014-02-25
265000,2010-12-15
440000,2015-11-13
122000,2000-02-18
185000,2002-07-23
82500,1995-03-31
656000,2023-05-16
488000,2017-12-15
210000,2009-04-02
331750,2013-03-25
91000,1995-02-23
290000,2010-05-17
82000,1997-04-11
325000,2014-01-28
227000,2004-07-26
535000,2018-10-10
355000,2013-07-10
222500,2003-02-07
94000,1995-06-27
299995,2005-08-10
225000,2004-03-23
280000,2007-11-29
212000,2005-07-15
72000,1996-02-29
66000,1995-01-25
325000,2013-12-06
85950,1997-11-18
435000,2014-10-29
265000,2008-07-07
230000,2010-03-19
135000,2000-05-30
515000,2019-05-28
590000,2022-10-28
216000,2003-08-29
335000,2014-05-22
550000,2017-08-25
455000,2015-12-18
280000,2006-07-25
167000,2000-08-25
595000,2016-07-25
315000,2002-12-06
130000,1996-10-07
76500,1996-04-22
40000,1996-03-01
170000,2001-05-04
117500,2000-12-06
249995,2003-09-19
190000,2003-04-28
585000,2018-11-23
277000,2007-05-18
267500,2011-09-19
290500,2007-01-31
171500,2001-10-22
180000,2002-09-12
180000,2002-05-07
510000,2018-07-31
215000,2003-11-12
272500,2003-03-20
92500,1995-03-30
540000,2021-04-01
430000,2015-02-27
173000,2001-10-17
104000,1997-08-18
455000,2015-01-27
270000,2006-08-10
475000,2018-12-13
305000,2011-03-31
320000,2008-02-11
600000,2015-12-18
640000,2022-05-25
670000,2020-08-24
440000,2015-11-19
370000,2013-11-07
675000,2019-03-22
455000,2013-12-11
365000,2013-10-17
237500,2004-08-09
245000,2010-02-04
300000,2008-05-09
450000,2019-08-09
92000,1996-12-20
435000,2018-10-03
117500,1998-03-31
445000,2020-05-14
440000,2016-08-03
270000,2008-05-22
238000,2004-05-10
425000,2020-09-30
220000,2004-01-06
114995,2000-03-24
410000,2019-12-13
281000,2010-09-02
220000,2006-08-11
220000,2003-07-22
109000,1998-10-15
120000,1997-12-29
262500,2007-02-12
105000,1997-09-25
205000,2009-05-07
80500,1996-06-21
141000,2001-07-20
89500,1997-09-01
78800,1995-05-12
230000,2005-10-26
423000,2018-10-09
440000,2018-10-05
265000,2012-12-19
270000,2008-09-26
215000,2003-12-03
510000,2019-11-20
450000,2016-09-16
240000,2006-08-14
225000,2003-12-12
80500,1997-03-07
282000,2013-05-17
74000,1997-03-07
267500,2007-05-31
149000,2000-08-11
114000,1998-10-26
460000,2021-08-09
497000,2021-04-23
376000,2017-10-20
231000,2009-08-07
85000,1996-11-29
249000,2007-06-08
249995,2007-01-31
205000,2005-03-30
105000,1999-01-25
42500,1997-01-28
230000,2006-01-09
229995,2006-06-22
210000,2006-10-18
83000,1996-10-25
215000,2008-12-12
80000,1996-09-27
410000,2019-09-04
245000,2007-08-22
230000,2011-10-03
405250,2020-08-27
235000,2011-02-25
477500,2015-02-06
390000,2009-08-21
165000,2011-01-07
290000,2007-06-08
249000,2006-05-24
244995,2004-09-24
77000,1997-02-14
120000,1997-06-27
240000,2006-11-30
205000,2002-12-06
145000,2000-09-29
130000,2000-03-10
315000,2013-06-13
185000,2001-09-26
550000,2017-06-14
145000,2000-05-25
670000,2020-10-02
230000,2006-07-28
627000,2020-08-24
380000,2014-07-09
270000,2012-05-24
125500,1999-10-27
650000,2020-07-16
490000,2016-01-21
665000,2017-10-31
180000,2004-07-11
282000,2013-09-05
359995,2013-12-19
127995,2000-06-26
250000,2006-04-21
152000,2001-04-27
71000,1996-01-31
500000,2017-11-23
277000,2011-09-30
235000,2006-03-31
195000,2002-09-20
95000,1997-06-27
250000,2010-04-08
105000,1998-08-21
109995,1998-09-25
305000,2007-03-02
121000,1999-02-12
170450,2002-04-29
457000,2018-03-08
130000,1999-10-15
287000,2011-06-02
398000,2014-12-08
250000,2006-11-17
113000,1999-02-12
435000,2014-11-11
230000,2005-12-12
530000,2020-12-11
277500,2012-04-16
260000,2012-08-30
270000,2007-09-19
235000,2003-02-13
155000,2000-04-26
75000,1995-11-10
385000,2015-03-11
75000,1995-05-24
275000,2012-03-22
85000,1997-06-10
220000,2007-01-16
103000,1998-11-11
630000,2023-06-05
207000,2003-02-07
103000,1999-02-24
57000,1998-04-16
610000,2022-05-13
249995,2010-11-26
205000,2002-11-15
149000,2001-06-18
66500,1995-05-19
535000,2018-11-30
660000,2020-12-11
360000,2014-08-20
250000,2009-07-22
272000,2007-02-25
83000,1996-11-28
555000,2023-03-03
250000,2004-08-06
220500,2004-03-12
265000,2012-02-08
80325,1995-02-17
125000,1999-12-09
535000,2017-02-02
250000,2006-07-06
275000,2006-07-27
145000,1999-11-12
110000,1998-05-22
250000,2011-08-04
245000,2004-10-01
250000,2003-09-19
238000,2002-09-06
265000,2011-09-20
285000,2007-12-07
76000,1997-07-07
241000,2005-12-08
392928,2018-01-15
380000,2006-08-31
87000,1997-02-21
500000,2018-02-28
250000,2011-03-31
250000,2004-07-30
435000,2014-05-20
349995,2013-05-28
184000,2001-12-03
85500,1997-11-14
815000,2022-09-08
555000,2017-06-23
198000,2002-01-03
105000,1995-10-27
122500,1999-10-06
430000,2015-07-10
186000,2003-09-30
52000,1998-03-27
450000,2015-08-07
337000,2014-06-11
270000,2014-04-11
485000,2023-02-01
465000,2022-09-22
461000,2015-08-26
329000,2011-09-09
311000,2008-07-18
350000,2013-11-26
249999,2004-01-30
510000,2019-05-29
117000,1998-10-23
176000,2001-05-23
319000,2010-08-31
250000,2005-12-12
245000,2004-09-08
249950,2002-08-16
567000,2021-07-26
365000,2014-05-20
259700,2006-04-21
143000,2000-08-11
115000,1998-09-16
500000,2018-07-31
275000,2007-03-16
163000,2002-05-31
720000,2022-07-25
475000,2015-07-17
262000,2006-08-11
280000,2008-12-05
82000,1996-04-04
62500,1995-02-28
410000,2018-05-08
83500,1995-08-21
515000,2023-05-10
235000,2005-11-03
240000,2012-11-02
468000,2018-02-21
485000,2018-02-20
217500,2003-09-26
120000,1999-09-23
448000,2018-04-23
92000,1998-07-24
153500,1998-10-30
92500,1998-07-16
490000,2019-10-10
83000,1996-01-19
560000,2018-09-21
550000,2017-07-14
214550,2022-11-18
287000,2007-09-11
250000,2010-06-18
615000,2019-11-08
420000,2014-12-12
412000,2014-11-28
290000,2007-04-30
575000,2021-03-29
575000,2016-12-09
249000,2006-03-31
93000,1997-02-28
545000,2021-10-25
93500,1995-08-11
218000,2002-07-12
289995,2007-07-30
145000,1999-09-17
295000,2012-10-24
280000,2006-10-26
290000,2012-03-13
288500,2007-07-19
522000,2018-09-14
60000,1996-08-15
557250,2020-10-02
297500,2013-12-16
270000,2010-10-18
245995,2006-09-19
92900,1999-03-19
70000,1995-01-20
675000,2021-09-17
430000,2016-02-19
88000,1999-04-29
64495,1995-06-29
550000,2016-08-19
199000,2002-03-28
185000,2002-08-02
137000,2001-06-20
574500,2020-11-27
508000,2016-10-28
345000,2007-03-30
104500,1997-12-12
73250,1995-06-30
430000,2015-07-13
605000,2017-08-04
250000,2007-05-25
195000,2002-09-02
140000,2012-08-10
552000,2020-06-30
235000,2006-08-31
80500,1999-05-14
580000,2021-03-16
426000,2014-11-27
223000,2005-12-05
101000,1998-12-17
81000,1996-03-29
152000,2001-11-15
625000,2022-10-27
530000,2016-12-19
223000,2006-07-25
549995,2017-10-30
137500,2000-04-28
537000,2019-10-30
500000,2017-02-03
375000,2014-08-22
225000,2011-04-08
542000,2018-08-17
405000,2014-06-19
265000,2006-11-23
540000,2017-01-16
295000,2010-03-05
202000,2005-05-26
212000,2003-11-14
443000,2019-11-29
206000,2003-02-07
97500,1998-12-18
67000,1995-11-16
190000,2002-11-29
122000,2000-10-20
74750,1996-05-31
138000,2000-09-22
700250,2023-09-08
343000,2014-10-03
80000,1996-07-26
47500,1996-01-22
595000,2019-09-12
565000,2016-08-19
284000,2008-06-27
220000,2004-06-14
465000,2017-06-22
220000,2012-08-31
690000,2022-06-10
315000,2013-11-15
212000,2003-12-05
137000,2001-07-16
76000,1995-10-20
575000,2017-08-22
305000,2007-12-07
176000,2002-05-03
120000,2002-01-25
230000,2004-05-28
132000,2000-01-04
82000,1996-05-16
451200,2017-02-16
60000,1995-04-28
515000,2017-01-06
335000,2014-06-06
245000,2012-12-07
185000,2002-08-02
98000,1998-06-16
299995,2007-04-24
235000,2003-08-11
221000,2003-06-02
85000,1995-07-28
222950,2003-04-24
189995,2002-11-18
535000,2017-04-21
250000,2013-01-10
133500,2001-03-23
73000,1996-06-27
90000,1998-08-07
60000,1998-04-21
721000,2022-07-28
505000,2018-09-17
250000,2007-12-20
90000,1999-06-01
538000,2018-01-05
390000,2014-03-27
305000,2008-05-30
195000,2002-09-13
140000,2000-08-31
74000,1996-09-24
535000,2017-01-06
433000,2014-11-05
234000,2006-04-28
274000,2011-11-22
226000,2004-04-28
137500,2000-10-20
486000,2019-12-20
530000,2020-06-29
219000,2005-08-30
214000,2004-06-18
133500,2001-04-11
277000,2013-06-14
230000,2005-04-11
111500,1999-10-01
228500,2011-03-31
227500,2006-08-02
195000,2004-02-26
120000,2000-06-09
84000,1997-11-28
68000,1997-03-24
553000,2021-02-19
565000,2021-06-04
96500,1999-03-30
425000,2018-06-15
660000,2023-07-28
475000,2018-04-30
227500,2005-11-09
174000,2002-07-15
87995,1998-04-30
550000,2021-06-07
185000,2002-04-26
155000,2000-09-01
400000,2017-02-10
200000,2006-03-10
195000,2002-10-16
112500,2000-01-26
415000,2018-01-19
237000,2007-04-25
249995,2011-07-01
210000,2009-07-28
205000,2004-06-28
130000,2002-04-18
512000,2016-09-30
260000,2007-12-18
220000,2007-03-22
457000,2018-04-13
189995,2004-02-19
120000,2001-04-05
229000,2010-02-24
112000,2000-07-07
602500,2023-03-13
202000,2005-05-05
180000,2003-01-22
302500,2014-08-05
77000,1997-12-12
99995,1999-07-30
248000,2011-12-14
242000,2006-05-08
63500,1996-10-25
270000,2013-08-30
220000,2005-01-13
83500,1998-02-26
468999,2020-08-18
275000,2014-02-13
240000,2008-05-02
220000,2005-02-25
127000,2000-12-18
69000,2002-02-04
62000,1995-04-10
126000,2002-03-28
83000,1999-04-16
185000,2003-06-30
47000,1995-07-14
81000,1999-02-15
68000,1996-02-08
214000,2004-10-07
180000,2009-06-26
240000,2007-03-02
545000,2022-02-11
250000,2011-09-05
165000,2002-06-17
79000,1998-11-17
225000,2005-05-04
425000,2014-12-12
250000,2011-08-05
230000,2005-09-27
143000,2000-09-29
462500,2020-11-13
267000,2013-11-07
480000,2018-10-26
660000,2023-02-03
215000,2008-11-21
237000,2004-11-11
380000,2015-09-25
321000,2015-12-16
153500,2001-06-29
229995,2006-10-20
265000,2013-11-11
93000,2004-03-12
150000,2002-03-27
240000,2014-07-25
596500,2021-04-29
500000,2016-08-30
210000,2005-10-18
473750,2018-09-06
555000,2021-03-17
237000,2013-02-15
187500,2012-12-14
105000,1999-07-28
250000,2011-06-03
526000,2021-02-16
235000,2006-09-04
249995,2006-11-02
92900,1999-02-19
247995,2006-08-14
87000,1998-09-04
73000,1996-12-13
105000,2001-04-06
655000,2022-01-28
97000,1999-06-18
71500,1997-03-20
91000,1999-04-29
70000,1998-06-19
275000,2013-08-20
120000,2000-03-22
585000,2016-11-25
445000,2015-05-08
250000,2007-06-06
160000,2016-05-09
105000,1999-10-29
76500,1996-12-20
92000,1999-06-16
249995,2013-11-19
192500,2004-05-13
50000,1995-02-28
589000,2022-06-24
240000,2006-09-15
223000,2004-06-11
137500,2000-10-31
68000,1995-08-31
220000,2011-09-30
290000,2008-02-22
74000,1999-02-12
80000,1999-01-04
180000,2016-05-23
44000,1997-06-20
234950,2004-03-08
190000,2011-10-25
150000,2011-05-06
202000,2004-03-05
596500,2021-03-12
270000,2005-12-06
195000,2003-04-17
475000,2015-09-24
83500,1997-06-06
527000,2020-12-10
215000,2002-09-06
142000,1999-08-18
560500,2022-05-27
466000,2017-05-05
249995,2012-02-22
245000,2006-09-18
79995,1997-08-01
585000,2021-08-10
415000,2017-03-10
230000,2004-02-03
70000,2001-04-09
249995,2005-05-16
205000,2003-10-17
535000,2017-07-25
250000,2011-03-31
219000,2003-07-24
153000,2000-08-24
370000,2008-02-15
539000,2017-06-22
475000,2016-11-16
103000,1999-01-08
499999,2015-06-30
250000,2005-02-04
537500,2017-09-08
230000,2009-05-05
249995,2004-09-24
129500,2000-11-21
246000,2007-01-26
73750,1995-07-31
131000,1999-12-16
421000,2019-04-12
630000,2022-08-16
134000,1999-08-20
250000,2011-02-14
220000,2004-08-13
650000,2018-08-29
360000,2008-01-07
143500,2001-06-22
222000,2004-09-01
183500,2002-06-28
87995,1998-09-30
513000,2018-07-27
575000,2018-09-27
206000,2003-10-17
77000,1997-05-27
500000,2020-01-03
93000,1997-07-22
472500,2015-09-02
430000,2015-07-03
283000,2008-01-23
89500,1997-02-27
138000,2001-03-13
70500,1997-01-20
286995,2007-06-08
220000,2004-02-13
190000,2003-08-15
78000,1995-04-28
460000,2018-03-19
213000,2005-05-12
445000,2019-01-25
430000,2015-09-08
235000,2003-12-08
135000,2002-05-24
560000,2021-08-10
249995,2007-07-20
210000,2004-02-02
157000,2002-07-29
90500,1999-03-26
250000,2011-05-31
149000,2001-05-30
87000,1997-04-30
440000,2021-05-06
355000,2020-02-18
147000,2001-12-11
165000,2001-06-29
527500,2021-02-04
76000,1996-05-31
587500,2022-05-31
155000,2000-11-24
106500,1999-02-10
96500,1997-10-28
246500,2004-08-06
320000,2010-06-07
121000,1997-05-02
450000,2016-08-12
280000,2011-07-20
73000,1996-07-08
250000,2004-08-20
112000,1998-09-30
663000,2023-02-23
465000,2017-06-22
320000,2005-03-23
85300,1997-03-10
557500,2020-10-29
320000,2013-08-30
525000,2018-07-27
73500,1996-12-12
228000,2009-07-20
117500,2001-02-26
225000,2004-09-27
279995,2007-05-15
335000,2013-12-06
175000,2001-08-30
250000,2005-12-14
157500,2001-11-30
169000,2002-04-26
82000,1996-06-14
390000,2015-05-29
250000,2013-01-10
575000,2019-08-08
299995,2013-12-12
275000,2013-04-24
540000,2023-06-30
91000,1999-04-09
85000,1999-02-03
92500,1995-07-13
613750,2020-11-23
505000,2017-09-22
245000,2006-08-03
80000,1999-12-15
550000,2017-09-19
282500,2006-09-18
285000,2011-11-11
275000,2011-09-14
190000,2002-09-19
525000,2020-10-09
153000,2000-03-31
250000,2012-06-29
230500,2004-04-23
153000,2000-07-31
325000,2014-01-03
690000,2022-11-09
177000,2001-12-18
317000,2014-01-24
229995,2002-11-15
74000,1996-09-10
430000,2015-10-09
249500,2009-03-27
235000,2004-03-22
156000,2000-06-19
79500,1995-05-26
520000,2016-12-22
250000,2005-09-09
185000,2002-08-30
550000,2021-11-17
312000,2007-09-28
136000,2000-11-17
285000,2012-09-28
678000,2021-06-29
434000,2019-05-29
370000,2019-03-29
321000,2013-04-11
86000,1997-03-26
435000,2015-11-13
245000,2012-05-11
280000,2013-04-19
159950,2000-08-21
95000,1997-08-08
669500,2021-02-04
540000,2016-11-28
84000,1997-06-27
678000,2020-12-21
425000,2014-09-02
118000,1999-05-28
274995,2007-01-23
443000,2017-03-10
380000,2017-01-13
100000,1998-07-08
228000,2004-03-19
104000,1997-11-21
85000,1995-06-30
588000,2021-10-15
330000,2008-02-29
179995,2002-05-31
104000,1998-01-16
320000,2012-07-27
292000,2013-07-19
645000,2022-05-12
270000,2007-06-27
375000,2014-04-10
250000,2005-08-25
148000,2000-08-18
143000,2000-08-24
75000,1995-07-26
535000,2018-09-14
250000,2004-08-25
435000,2015-05-01
240000,2007-05-14
220000,2006-01-12
88500,1997-09-29
320000,2008-02-29
115000,1999-01-11
455000,2016-02-19
65500,1995-11-22
270000,2013-05-23
522500,2023-06-02
82000,1996-06-17
230000,2004-12-21
153500,2002-02-15
117000,2000-11-17
269000,2007-06-12
225000,2004-03-22
525000,2022-01-28
208000,2004-02-02
155000,2002-06-14
101000,1999-10-01
307000,2014-10-28
455000,2020-08-21
245000,2011-08-09
455000,2016-03-31
486950,2018-10-23
95000,1997-10-29
63000,1997-08-19
247000,2006-11-02
222500,2003-10-10
93000,1998-03-30
795000,2022-07-15
134995,1999-11-30
70000,1995-05-19
239500,2009-10-23
540000,2021-02-12
216000,2004-11-01
751150,2022-12-16
109000,1998-12-23
260000,2013-06-28
250000,2006-07-25
98000,1998-02-20
452500,2020-03-09
145000,2001-12-03
460000,2015-07-10
95000,1997-12-05
495000,2022-04-14
490000,2021-03-22
530500,2021-03-17
190000,2013-08-01
220000,2004-01-09
143000,2000-05-19
218500,2004-11-30
285000,2012-03-30
260000,2006-02-06
155000,1999-12-16
211000,2005-10-21
165000,2002-04-26
124000,2001-02-19
240000,2007-04-12
120000,2001-06-29
66000,1996-11-01
463000,2016-12-16
185000,2007-05-25
73500,1997-02-26
215000,2004-07-16
144000,2000-07-07
476000,2020-10-29
160000,2002-07-22
250000,2007-12-14
96000,1999-07-23
84995,1998-09-11
140000,2001-07-06
71000,1997-03-26
211000,2005-06-24
79500,1997-09-26
141000,2000-12-08
182000,2004-11-19
265000,2013-11-08
120000,2002-08-30
53000,1995-04-27
89500,1998-12-21
505000,2021-06-28
142950,2001-09-21
139995,2000-10-20
232500,2009-07-30
199950,2003-07-04
161000,2003-02-17
537500,2021-04-06
235000,2008-12-05
157000,2002-04-26
571250,2021-03-29
410000,2015-07-31
240000,2007-08-14
240000,2004-04-29
175000,2003-10-29
233500,2012-03-09
63500,1995-08-31
420000,2018-12-19
445000,2019-10-18
248000,2012-08-10
165000,2002-05-17
100000,2002-02-27
245000,2005-02-11
73000,1997-02-28
499950,2019-12-11
475000,2017-12-15
405000,2010-06-07
247000,2005-02-18
150000,1999-05-10
60000,1997-08-22
270000,2005-04-08
488500,2016-02-26
710000,2017-12-07
260000,2000-02-28
1210000,2022-07-01
310000,2002-02-22
207500,1999-02-19
380000,2009-05-08
155000,2001-06-25
170000,2002-04-19
225000,2005-08-25
240000,2003-09-29
250000,2006-12-14
250000,2006-12-14
70000,1998-12-18
78000,1996-05-03
220000,2004-06-24
250000,2011-03-29
158000,2002-04-18
147000,2010-06-14
240000,2006-02-21
239999,2003-04-03
60000,1995-04-24
167500,2007-12-18
250000,2003-06-30
35000,1995-03-17
156000,2002-09-06
60000,1996-12-19
226500,2011-09-02
132500,2005-12-23
100000,2003-10-27
66000,2002-12-09
150000,2006-12-14
60000,1998-09-18
200000,1998-06-15
244500,2009-07-27
71500,1997-01-31
282000,2013-06-14
295000,2008-01-11
85500,1998-05-28
480000,2020-06-30
249000,2011-01-31
125000,2001-05-25
455000,2016-09-01
240000,2006-12-08
106000,1999-12-13
464000,2016-12-20
207000,2009-08-07
177500,2003-07-25
115000,2001-03-16
495000,2016-09-19
260000,2013-05-22
102500,1999-08-25
63000,1995-10-19
500000,2021-01-28
164995,2002-07-12
480000,2016-09-16
203000,2005-02-25
400000,2015-09-23
545000,2022-10-14
72000,1998-10-30
95000,1999-07-15
81000,1997-11-28
185000,2002-09-16
95000,2001-12-17
257000,2006-12-19
245000,2005-08-04
73000,1995-07-28
230000,2010-05-05
242000,2015-05-01
202000,2004-04-30
72500,1998-01-16
590000,2023-02-20
178000,2002-10-24
224000,2006-07-07
139995,2001-09-27
77000,1998-06-05
302000,2014-07-17
197000,2003-12-19
72500,1997-06-27
499995,2017-01-25
220000,2010-09-28
322000,2014-10-28
249995,2011-11-11
229995,2006-04-13
600000,2022-08-15
470000,2019-09-12
241000,2007-10-19
150000,2002-07-25
218000,2010-11-30
80000,1998-09-16
63000,1997-05-30
122000,2001-07-11
119000,2001-05-03
94000,1999-11-12
70000,1997-03-06
241000,2006-12-05
325000,2006-03-31
340000,2015-03-17
197000,2005-08-11
111000,2000-03-31
55000,1998-07-24
65000,1996-07-31
162995,2001-09-17
243500,2009-11-05
280000,2011-11-30
166000,2002-07-12
92900,1999-02-26
72000,1995-04-28
430000,2015-12-15
125000,2010-09-29
237500,2007-07-10
235000,2005-12-07
215000,2002-07-30
139000,2002-02-08
128000,2001-11-26
59500,1999-10-12
670000,2022-07-29
547500,2021-03-10
400000,2015-10-01
237000,2009-10-30
209995,2004-03-31
275000,2013-09-19
480750,2021-03-11
527500,2020-12-18
490000,2019-03-04
386000,2017-06-15
270000,2017-03-24
226500,2009-10-02
185000,2004-05-07
471000,2019-08-09
245000,2012-12-14
225000,2009-09-18
232000,2006-10-20
116000,2000-12-14
77500,1997-07-30
260000,2007-11-30
126000,2000-04-28
79000,1997-07-18
215000,2012-03-23
195000,2004-11-09
162995,2002-11-06
110000,2000-04-20
470000,2020-08-27
210000,2011-04-08
65500,1996-08-12
544250,2021-07-27
234000,2006-11-27
189250,2003-10-01
530000,2022-01-28
84000,1998-03-27
292500,2014-03-10
515000,2022-03-15
69995,1997-04-11
438000,2017-04-21
250000,2007-06-06
175000,2002-10-17
350000,2015-12-22
210000,2011-11-29
174995,2003-01-10
95500,1999-09-10
